Node,Value
Lilah Hill,0.0
Emilia James,0.00032304961089957247
Naomi Ramirez,0.027896754372280855
Finn Cox,0.0
Faye Lee,0.0
William Jenkins,0.0
Kevin Phillips,0.0030650608661285986
Penelope Bennett,0.0
Jasper Cruz,0.0
Savannah Thompson,0.0
Skylar Taylor,0.024202532713732423
Anna Ward,0.0
Rome Jones,0.06942657115943518
Nicholas Scott,0.0
Charlotte Watson,0.0
Cillian Carter,0.013286339389030366
Sadie Hernandez,0.00017051447589526734
Quinn Jenkins,0.04252635022532005
Milo Martin,0.0
Claudia Roberts,0.007096811797345588
Connor Long,2.2018138552815912e-06
Lauren Mitchell,0.0
Deborah Bailey,0.0
Tristan White,0.016877849597796233
Luke Wilson,3.251062130596559e-06
Ronan Green,0.0
Vanessa Richardson,0.0
Lachlan Reed,0.006553172864862117
Owen King,0.0
Piper Wood,0.015403463643216922
Brielle Allen,2.7735798217544462e-05
Elliot Gutierrez,0.020295681930287288
Robin Cruz,0.0
Bailey Gonzalez,0.0
Sienna White,0.0
Jasper Johnson,0.0
Mara Fisher,0.07200333428706306
Jedidiah Cook,0.0
Deborah Davis,0.0
Lennox Watson,0.0
Sadie Morales,0.07243835818508318
Seraphina Brown,0.0
Carter Ward,4.291305587749913e-07
Peter Gutierrez,0.0
Stella Davis,0.016906601357711853
Lydia Lee,0.0
Madeline Thompson,0.02004085262923499
Blake James,0.0
Savannah Sullivan,0.0
Wyatt Barnes,0.00955301179216046
Seraphina Watson,6.263519955844625e-05
Lennox Wright,0.0
Amira Reyes,0.002569339973089829
Emmett Evans,0.00026687558408898017
Ariana Cook,0.0
Jessica Cooper,0.0094228380113519
Elijah Flores,0.0
Hadassah Ross,0.0008170053159495062
Victoria Nelson,0.00015726248546560698
River Roberts,0.0
Alexis Lewis,0.0
Daphne Bell,0.0
Xander Sanchez,4.795199933753617e-06
Emily Davis,0.02036456212790464
John Sanchez,0.0
Charlotte Ortiz,0.024979621986553208
Adeline Wright,0.00011626021865122227
Ezra Lee,0.034324986773520784
Harlow Robinson,0.03229077761662904
Muhammad Baker,0.0
Apollo Bailey,4.461000827649116e-05
Isha Sullivan,0.011044442618514547
Ari Smith,0.0
Damien Hughes,0.0
Salem Ross,0.021695711652926133
Jedidiah Cruz,7.723871186380335e-06
Eden Walker,0.00021611116856430586
Teagan Long,0.0
Amir Hernandez,0.018972691274348058
Alice Rodriguez,0.0
Rhea Ramirez,0.0
Blake Fisher,0.0
Naya Thomas,0.0
Athena Gomez,0.0019064696343496675
Siobhan Wilson,0.0
Kevin Clark,0.0
Emilia King,0.009170831081333902
Thomas Campbell,0.0
Olivia Williams,0.0
Elijah Gomez,0.0254156204645899
Gavin Bell,0.0
Talia Wright,0.00335025419583496
Matilda Powell,2.2154396564864577e-05
Taylor Hill,0.005639771354642205
Judah Parker,4.89171682695872e-06
Tara Moore,0.0
Adriel Reed,0.010815418701274589
Siobhan Wright,0.0
Christopher Hernandez,0.0
David Perry,6.8078549179643245e-06
Carter Edwards,0.0
Faye Gonzalez,0.0
Simon Martin,0.0
Calvin Martin,0.03140182176849676
Bennett Scott,0.0
Lilah Phillips,0.0
me,0.3307249759036384
Jamie Parker,0.0
Jude Cooper,0.0
Sloane Hernandez,0.015888614076509634
Matilda Russell,0.0
Wesley Perez,0.015422548206758936
Nia Richardson,8.052116208138272e-05
Lauren Wright,0.0
Kit Sanchez,0.0
Sloane Murphy,0.0
Elio Collins,0.000176990690424036
Daphne Young,0.0
Evangeline Russell,0.08908685357616368
Sara Morris,0.0
Dean Fisher,0.0010187865801550631
Francis King,0.0
Ruby Morales,0.0
Nathan Carter,0.011622610421631577
Ira Turner,0.0
Sophie Evans,0.0
Kayla Miller,5.797198606051582e-05
Jean Adams,0.0
Jade Cooper,0.0
Jamie Powell,0.0
Justin Nguyen,0.0
Ezra Carter,0.0
Sofia Hall,0.00014093317982030872
Natasha Torres,0.0
Justin Sullivan,0.0
Ali Garcia,0.007123378852528568
Rowan Wood,0.0
Elio Bell,0.0
James Nelson,0.0
Zion Hall,0.020930233130506796
Ethan Russell,0.0015043344166487335
Owen Murphy,0.0
Sierra Rivera,0.0
Parker Hughes,0.0
Joel Wright,0.0
Noa Gutierrez,0.00025501911442197823
Finn Howard,0.0
Clara Watson,0.0
Isabelle Hughes,0.0
Carter Gray,0.0
Arden Bailey,0.0
Ali Bailey,0.0
Elio Nguyen,0.0
Avyaan Phillips,0.0
Alexander Adams,0.0
Milo Morgan,0.0
Ariana Flores,0.0
Nevaeh Williams,0.0
Keira Peterson,0.0
Rich Russell,0.0
Hazel Price,0.0
Rae Foster,0.0
Sawyer Peterson,0.0
Vera Rogers,0.0046408361277240455
Caleb Ortiz,0.0
Sawyer Fisher,0.0
Yara Bell,0.0002068269220666196
Emily Flores,0.0
Maverick Russell,2.5709116983890525e-06
Lilah Davis,0.0
Natalie Walker,0.0001248963571434477
Zane Russell,8.209123077258401e-05
Charles Taylor,0.0
Harrison Gutierrez,0.0
Anthony Wilson,0.0
Zane Evans,4.5094450777971795e-06
Daisy Wilson,0.0
Rohan Foster,0.0
Ophelia Lee,0.0
Delilah Hill,0.01128773266568546
Zane King,0.0
Silas Nelson,0.0
Lisa Robinson,0.0
Sofia Morales,0.00012706653412880732
Elora Ortiz,0.0
Delilah Howard,0.0
Myles Young,0.0
Lily Nguyen,0.0
Celeste Fisher,0.0
Gia Price,0.0
Gemma Robinson,0.0
Callum Clark,6.345723515545805e-05
Remi Reyes,0.0
Ethan Cox,0.009593342232637248
Seraphina Cruz,0.0
Ian Stewart,0.0
Parker Walker,0.0
Arthur Phillips,0.0
Max Sullivan,0.00013988577915862973
Hunter Wilson,0.0
Ali Brown,0.0
Adam Carter,0.0
Claire Wright,0.0
Evie Morales,0.014626841485397208
William Nguyen,0.0
Fiona Lewis,0.00023186473122302178
Seraphina Bell,0.0
Ronan Hall,0.0002910814077401742
Cassius Ortiz,0.00022607569042037954
Ryker Peterson,0.0
Teagan Roberts,0.0
Rayne Lewis,0.0
Bryan Scott,0.0
Dante James,0.0
Matthew Hernandez,0.0
Aubrey Moore,0.0
George Russell,0.004571556039594909
Hayden Butler,0.0
Beau White,2.379003265958008e-05
Lydia Long,0.008301181128322082
Anaya Lee,4.07043150598393e-06
Emery Hernandez,5.763450558030877e-05
Ariana Walker,0.0
Harlow Bell,6.857662735488088e-05
Edward Torres,0.0
Kayden Carter,0.0
Carter Carter,0.0
Alexander Sanchez,0.00048819739862504216
Aiden Martin,0.0
Arden Peterson,3.7403361524100565e-06
Hazel Hall,0.0
Lana Russell,0.0
Calvin Hill,0.0
Archer Taylor,0.0
Amy Kelly,0.0
Mira Bailey,2.1544667156540735e-05
Robin Foster,3.277236603598959e-05
Mackenzie Stewart,0.0
Myra Price,0.0
Scarlett Lopez,0.0
Eric Thompson,0.0
Athena Green,0.0
Kian Walker,1.252252252681581e-05
Lucy Scott,0.0
Rayne Sanchez,0.0
Muhammad Flores,0.0
Xander Adams,3.5775441473216534e-06
Marcus Perez,0.0
Serena Bailey,0.0
Beckett Adams,0.0001617297501681974
Celeste Morgan,0.00675427465830203
Eleanor Powell,0.0
Kayla Thomas,0.0
Ari Bennett,0.0002116020301173332
Millie Torres,5.644479092288197e-06
Jedidiah Lewis,0.0
Priscilla Bell,0.0
Kash Price,0.00032525423298058505
Alice Roberts,0.0
Eli Cooper,3.834556666962274e-05
Robert Ramirez,0.0
Kai Nelson,0.0
Madeline Baker,0.0
Zoey Davis,0.0
Orion Martin,0.000420378144569341
Valerie Walker,0.0017707909691500095
Connor Hughes,0.0
Enzo Parker,0.0
Alina Anderson,0.0063322782906368525
Flynn Cook,0.0
Grayson Thompson,0.0
Malachi Thompson,0.0
Rome Peterson,0.0
Louis Smith,0.0
Serena Ramirez,0.0
Luka Miller,0.0
Aster Reyes,0.0
June Cruz,0.0010413046934168453
Axel Ramirez,0.0
Gideon Sullivan,8.741695176539546e-05
Alexis Torres,0.0
Miles Scott,0.0
Justin Miller,0.0
Grace Sullivan,2.9835415263893535e-06
Simon Torres,0.0002801121352406642
Gabriel Jenkins,0.0
Cameron Scott,0.0
Cole Long,0.0
Kian Gray,0.0
Salem Long,0.005544877224868572
Lyra Lee,0.0007130120133764262
Celeste Sullivan,0.0
Kira Williams,0.00016041888399589478
Shiloh Wilson,0.0
Linda Reed,0.00012195211787675437
Edward Garcia,3.3859058097583887e-06
Millie Gutierrez,0.0
Milo Scott,0.0
Zoe Ramirez,0.0
Madison Walker,0.0
Julia Myers,0.0
Rayne Sullivan,3.6198605554031415e-06
Ayesha Ortiz,0.007317529927512897
Harrison Brown,0.0
Cyrus Kelly,0.0
Atharv Turner,0.0
Cynthia Rivera,0.0
Luka King,0.00027141613656980453
Alana Cooper,5.801285821390464e-06
Anastasia Campbell,0.0
Amara Cruz,0.0
Ezra Cook,0.0
Ayesha Cooper,0.0
Lennon Gonzalez,0.0
Maisie Murphy,0.0001051287755594501
Kyle Morgan,0.0
Vanessa Sullivan,0.0
Cecilia Evans,0.0
Callie Torres,0.0
Hailey Jones,0.0
Adrian Howard,0.0
Marie Sanchez,0.0
Isaac Miller,0.0
Jennifer Butler,0.0
Nicholas Fisher,0.00014894808385039498
Arya James,0.0
Mackenzie Cruz,4.6851669816947244e-05
Hayden Torres,0.0
Ariella Carter,6.707524625301824e-05
Sean Hall,0.0
Beau Moore,0.0
Skylar Clark,0.0
Amy Sullivan,0.0
Everly Howard,0.0
Adira Price,0.0
Elizabeth Anderson,5.179369908865255e-05
Julia White,9.298592900212768e-06
Rich Gonzalez,5.246874349524865e-06
Anya Adams,0.0005817333165274656
Kash Thomas,0.00037733298441184053
Rory Howard,0.0
Kaia Nguyen,4.097889161375072e-05
Lennon White,0.0
Elise Murphy,0.0
Natalie Nguyen,0.0
Mara Gomez,0.0
Nia James,0.0
Sebastian Gomez,9.702986830652265e-05
Mary Myers,0.0004109294487951352
Francis Diaz,0.0
Marcus Adams,0.007795256088871923
Jordan Jackson,0.0
Harlow Brown,0.00011345177621110217
Margaret Collins,0.0003371444446975418
Maisie Cooper,1.8729686489252724e-07
Jonah Powell,0.0
Silas Smith,9.06176854981044e-05
Daisy Torres,0.0
Hunter Flores,0.0
Silas Morales,0.0
Ezra Harris,0.0
Eloise Reed,0.0
Amy Phillips,0.0
Azariah Wood,0.0
Evie Parker,0.0
Phoebe Lewis,0.0
Natalie Torres,0.00014431702067810794
Ezekiel Ross,0.019083711874749262
Sierra Campbell,0.0
Sadie Ortiz,0.0
Jayden Evans,0.00012669786426203845
Hallie Martinez,0.0
Caroline Sullivan,0.0
Genevieve Martinez,0.0
Elle Roberts,0.0
Florence Cook,0.0
Theodore Fisher,0.0024362457479539636
Celeste Brown,8.956354593897812e-06
Skye James,0.0
Beau Rivera,0.0
Blake Parker,0.0
Aaron Mitchell,3.650890348711798e-06
Kennedy Nelson,0.0
Lauren Allen,0.0
Emma Martin,0.0
Vivian Campbell,0.0
Christopher Moore,0.00011815309849961637
Fiona Butler,0.0
Adriel Brooks,0.0
Celeste Ramirez,0.0
Arianna Flores,0.0
Louis Turner,0.00013988577915862973
Ruby Garcia,0.0
Alexis Bennett,0.0
Willow Murphy,0.0
Mira Nelson,0.013839567508016373
Deborah Thomas,0.0
Mika Wright,0.0
Alexis Howard,0.0
Aubrey Rivera,0.0
Hazel Thomas,0.0
Aiden Jones,0.0
Keira Gonzalez,0.0
Justin Allen,0.0
Mae Anderson,0.0
Arthur Lewis,0.0
Jace Jackson,0.0
Eva Lopez,0.0
Maverick Peterson,0.0
Ali Johnson,0.006287360242499132
Athena Cooper,0.0007641561620571993
Rachel Martin,0.0
Inayah Lewis,0.0
Callum Murphy,0.0
Rome Carter,0.0
Kayden Turner,0.0017110820611092221
Alexandra Cooper,0.0
Jonathan Gutierrez,0.0
Callie Roberts,0.0
Wren Nguyen,0.0
Damian Sullivan,0.0
Hadassah Price,0.0
Hannah Brooks,0.0
Arianna Adams,0.0
Cyrus Reed,0.0
Sydney Reyes,0.0
Vincent Butler,0.0
Sarah Lopez,0.0
Avery Parker,1.939890718257917e-06
Elliot Morris,0.0
Dylan Wright,0.0
Sebastian King,0.0
Amira Hall,0.0
Arianna Taylor,0.0
Violet Scott,0.0
Kyle Miller,0.0
Celeste Murphy,0.0064134433776994355
Max Butler,0.0
Sage Rodriguez,2.7864113123054892e-05
Esther Lee,0.0
Alexis Sanders,0.0
Sage Miller,0.0
Skye Clark,0.012341731894320153
Aditya Flores,0.0
Ella Butler,0.0
Nico Rivera,0.0
Peter Brown,0.0
Elliot Rodriguez,0.0
Sophie Gutierrez,0.0003156411460956959
Everett Gutierrez,0.0
Atlas Lewis,0.0
Malachi Sanders,0.0
Dante Moore,0.0
Leon Rogers,0.0
Emerson Morgan,0.0
Raya Johnson,0.0
Ian Flores,0.0
Kai Morgan,0.0
Margaret Hall,0.0
Hadassah King,0.0
Raiden King,0.0
Elsie Sullivan,0.0
Astrid Anderson,0.0
Martin Martin,3.1814542318027175e-06
Valerie Rodriguez,0.0
Michelle Powell,0.0
Maeve Perry,0.0
Maria Lewis,0.0
Phoebe Diaz,0.0
Lena James,0.0
Dylan Adams,0.0
Cole Parker,0.00048474439163538347
Bennett Wilson,0.0
Elizabeth Baker,0.006849279443206991
Talia Reyes,0.0
Cole Perez,0.0
Mason Richardson,0.0
Michael Wilson,0.0
Mary Edwards,0.00039660389675545715
Arianna Moore,0.0
Archer Allen,0.0
Seraphina Murphy,0.0
Gideon Morgan,0.0
Siobhan Edwards,0.0
Mabel Russell,1.5952481441832224e-07
Ari Carter,0.0
Molly Wright,0.0
Robert Howard,0.0002972073438171289
Alexander Hernandez,0.0
Kevin White,9.298592900212768e-06
Nevaeh Baker,0.0002085527561506193
Callum Hall,0.0
Gianna Adams,0.0
Isaiah Moore,0.0
Raelynn Bell,0.0
Lincoln Foster,0.0
Vihaan Diaz,0.0
Christopher Harris,5.205840764582517e-05
Leah Roberts,0.0
Hannah White,0.0
Azriel Martin,0.00010607946601704268
Queen Hill,0.003148218528855047
Gia Adams,0.0
Fiona Barnes,1.112239953875708e-05
Rae Cox,2.7864113123054892e-05
Mabel Adams,0.0
Nora Mitchell,0.0
Kai Sullivan,0.0
Vera Carter,0.0
Samuel Gonzalez,0.0
Soren Wilson,0.0
Micah Moore,0.0
Arya Evans,0.0
Nicholas Martinez,0.0
Beau Clark,0.0
Elodie Kelly,0.0
Natalie Reed,0.0
Jennifer Green,0.0
Lucy Nguyen,0.0
Valerie Phillips,2.5762972784222422e-05
Gianna Reed,0.0
Patrick Price,0.0
Queen Bennett,0.0
Theo Long,0.0
Harper Anderson,0.0
Arianna Wright,0.0
Oliver King,0.00010284156173606013
Elise Fisher,6.666303869278492e-05
Victoria Carter,0.0
Isaiah James,3.171298183575494e-06
Ryker Long,0.0
Eric Cooper,0.0
Lila Mitchell,0.0
Rich Wood,0.0
Ronan Foster,0.0
Edward Ross,0.010925633910019371
Emmett Bailey,0.0
Gavin Lee,0.0
Bryan Myers,0.0
Ivy Martin,0.0
Killian Miller,0.0
Ace Foster,0.0
Henry Turner,0.0
Archie Myers,0.00031992496945817874
Lana Foster,0.0
Connor Russell,0.0
Micah Peterson,0.0
Simon Morris,0.0
Morgan Powell,0.0
Levi Gonzalez,0.0
Otto Collins,0.0
Beckett Walker,0.00011047544062100794
Noah Lopez,0.0001867761105691524
Lennox Fisher,0.0
Vanessa Carter,0.0
Roman Myers,0.0
Israel Gonzalez,0.0
Amber Ortiz,0.0
David Howard,2.154474908992799e-06
Oscar Green,0.0
Elise Russell,0.0
Arianna Russell,0.0
Eli Taylor,0.0
Anya Rogers,0.0
Layla Anderson,0.0
Vivian Barnes,0.0
Aubrey Hernandez,0.0
Robin Lewis,0.0
Vanessa Thomas,0.0
Jade Taylor,0.0
Rory Walker,0.0
Talia Perez,0.0
Sophie Myers,0.0005043816382537333
Jasmine Collins,9.3129506531263e-06
Nick Gonzalez,0.0
Phoebe Moore,0.0
Jessica Rogers,0.011336989038177245
Kian Bell,0.0
Zara Torres,0.0
Isaac Walker,0.0
Eliza Turner,0.0
Elian Wilson,0.0
Alana Brooks,0.0
Sarah King,0.0005798799063325384
Leilani Mitchell,0.0
Kit Ortiz,0.00026462446552401005
Nick Harris,0.0
Saoirse Hall,0.0
Amira Jenkins,0.0
Anaya Evans,0.0
Ellie Bell,0.0
Sara Parker,0.0
Daisy Brown,0.00018790590988276363
Jordan Gomez,0.0
Kaia Hall,4.965617284132302e-06
Kian Hernandez,0.0
Noah Collins,1.756335858470737e-05
Athena Davis,0.0
River Campbell,0.0
Elijah Myers,0.0
Jesse Long,0.0
Jessica Thomas,0.0
Mia Powell,0.0
Noa Ward,0.0
Ezekiel Green,0.0
Alex Lee,0.0
Nina Morgan,0.0
Robert Collins,0.0
Cleo Fisher,3.661907339119231e-05
Ellis Murphy,6.707524625301824e-05
Alexandra Wood,0.0
Brielle Murphy,0.0
Maria Brooks,0.0
Archer James,0.0
Kit Hughes,0.0
Lilith Sanchez,0.0
Mason Edwards,0.0
Alice Cox,2.591979973446121e-05
River Hughes,0.0
Samuel Garcia,0.0
Elora Morales,0.00013472994845193102
Leo Nelson,0.0
Zachary Phillips,0.00022170017156317376
Aaron Fisher,2.296966179605039e-05
Gavin Edwards,0.0
August Phillips,0.004196119530454623
Dylan Scott,0.0
Emery Bailey,0.0
Quinn Smith,0.0
Alma Myers,0.0
Jack Hall,0.0
Elena Moore,0.00018474836091626127
Michelle Phillips,0.0
Aaliyah Lee,0.0
Lisa Williams,0.0
Nora Reed,0.0
Elsie Rogers,0.0
Ophelia King,0.0
Anya Young,0.0
Lilith Johnson,0.0
Seth Reyes,0.004798811422369341
Athena Kelly,0.0
Muhammad Rogers,0.00016332462992038778
Amber Reyes,1.9209601940442683e-05
Sophie Garcia,8.106050974350409e-06
Theodore Lopez,0.0
Judah Kelly,0.0
Aubrey Ortiz,0.0
Delilah Fisher,0.0
Owen Morris,0.0
Mary Peterson,0.0
Levi Stewart,0.0009008073855541077
Blake Evans,0.0005850014395464003
Matthew Morgan,0.001231945968515449
Remi Wright,0.0
Asa Gomez,0.0
Silas Harris,0.000470502961696214
Taylor Sanders,5.2432668137878915e-05
Kaiden Collins,0.0
Arden Taylor,4.713694376579921e-05
Atharv Martin,2.767371632757914e-05
Celeste Cooper,0.0
Elliot Rivera,8.101522740173162e-05
Ashley Wilson,9.224330558386261e-05
Arlo Cruz,0.0
Christian Johnson,0.0
Queen Russell,0.0
Mina Reed,0.0
Josephine Martin,0.0
Rohan Walker,0.0
Dean Hall,0.0
Fiona Long,0.0
Silas Clark,0.00024545004529973253
Louis Baker,0.0
Ezra Sullivan,0.0
Fiona Foster,0.0
Raya Howard,0.0
Isha Bailey,0.0
Julia Torres,0.0
Sophie Cox,0.0
Michael Rogers,0.0003279730430273446
Peter King,1.5952481441832224e-07
Sierra Cox,0.0
Jean Diaz,6.05494908985628e-05
Nina Smith,0.0
Atharv Lopez,0.0
Calvin Butler,0.0
Eric Smith,0.0
Isha Bell,0.0
Cassius Gonzalez,0.0
Ivy Kelly,0.0002776464018757609
Marie Reyes,0.0
Kit Roberts,0.00012001440092983277
Jayden Ortiz,0.0
June Hughes,3.538439339128775e-05
Luca Jones,0.0
Harlow Cruz,0.0
Elias Edwards,0.0
Aria Powell,7.107679320150222e-06
Rose Gomez,0.0
Sylvia Johnson,0.0
Amelia Barnes,0.0
Ishaan Ortiz,0.0
Emmett Price,1.2178251079324631e-05
Michael Torres,0.0
Declan Russell,0.0
Stella Gray,0.0
Riley Diaz,0.0
Hayden Moore,0.0
Lila Lee,0.0
Zane Phillips,8.977453556139528e-05
Shiloh Jenkins,0.0
Rachel Bennett,0.0
Lauren Ramirez,0.0
Mira Powell,0.0
Louis Thompson,0.0
Luna Moore,0.0
Taylor Morales,0.0
Charles Mitchell,0.0
Cassius Carter,0.0
Gia Scott,0.0
Henry Richardson,0.00024004824033403973
Henry Jenkins,0.0
Noa Murphy,0.0
Xavier Lopez,8.884438428332442e-05
Elodie Myers,0.0
Phoenix Scott,0.0
Ira Gray,6.778965879233847e-06
Beau Barnes,6.707524625301824e-05
Amir Sanchez,0.0
Teagan James,0.0
Lyra Clark,0.0
Leo Diaz,0.0
Rohan Nguyen,0.0
Milo Reyes,0.0
Killian Sullivan,0.0
Naya Lee,0.0
Robin Baker,0.0
Penelope Johnson,0.0
Ophelia Collins,0.0
Avery Williams,0.0
Amir Martinez,0.0005948931357201299
Michelle Mitchell,0.00013197598849073704
Justin Fisher,0.0
Mason Myers,0.0
Simon Lewis,0.0
Gianna Gutierrez,0.0
Jeremiah Ortiz,0.0004844345032406739
Natasha Evans,1.1090905561399452e-06
Blake Watson,0.0
Elian Wright,2.9750120379714228e-05
Sloane Lopez,0.0
Maverick Miller,0.0
Mason Young,0.0
Imogen Bennett,0.0005052420619566299
Ira Phillips,2.641492122879899e-05
Hudson Anderson,0.0
Raelynn Cooper,0.0
Tara Reyes,0.0
Kit Sanders,0.0
Nolan Torres,0.0
Ares Brooks,0.0
Nyla Cox,0.00047326742128754275
Alora Jackson,0.0
Ashley Brooks,0.0
Claire Ross,0.0
Jamie Young,0.0
Gianna Rogers,0.0
Pricilla Lee,0.0
Brandon Jackson,0.0
Mika Rogers,0.0
Zara Campbell,0.0
Milo Davis,2.7864113123054892e-05
Oscar White,0.0
Mya Howard,0.0
Caspian Williams,0.0
Ryker Rogers,0.0
Hayden Roberts,0.0
Queen Martin,0.0
Caleb Walker,3.953530686826946e-05
Wesley Collins,0.0
Yara Rodriguez,0.0
Brielle Ward,3.171298183575494e-06
Isaac Howard,0.0
Alyssa Ramirez,0.0
Jack Smith,0.0
Yara Cook,0.0
Jayden Sanchez,0.0
Carter Turner,0.0
Avery Rivera,0.0
Arthur Baker,0.00015267980671526544
Isabella Johnson,0.0
Lila Sullivan,0.0
Sylvia Price,0.0
Kennedy Mitchell,0.0
Lia Wood,0.0
Florence Fisher,0.0
Luca Watson,0.0
Gianna Turner,0.0
Violet King,0.0
Maverick Wright,4.291305587749913e-07
Leilani Allen,0.0
Elodie Murphy,0.0
Anna Ross,0.0
Lia Nguyen,0.0
Grace Long,3.344265747288646e-05
Soren Bennett,0.0
Jordan Turner,0.0
Yara Lopez,0.0
Inayah Adams,0.0
Kit Sullivan,0.0
Ariella Hall,0.0
Leo Gutierrez,0.0003840287351826614
Myles Smith,0.0
Aria King,0.0
Logan Mitchell,0.0
Alexandra Morales,0.0
Athena Carter,0.0
Ivy Peterson,0.0
Lennon Kelly,0.0
Elijah Smith,0.0
Nico Diaz,0.0
Charlotte Gomez,0.0
Alyssa Richardson,0.0
Ellis Reed,0.0
Elle Hernandez,0.0
Kash Morales,0.0
Luca Davis,0.0
Alana Collins,0.0
Harrison Gomez,0.0
Scarlett Reyes,0.0
Ella Edwards,0.0
Charlotte Lee,0.00018642340561095432
Louis Allen,0.0
Alyssa Rogers,0.0
Margot Harris,4.130327897663834e-05
Lucy Bailey,0.00042317713864979125
Lyla Sanders,0.0
Lila Taylor,0.0
Lucia Rogers,0.0
Mya Brooks,0.0
Alina Baker,0.0
Noah Torres,0.0
Jonah White,0.0
Noa Gray,1.0727140830391434e-06
Abel Moore,6.326664588815663e-05
Elodie Williams,0.0
Xavier Lee,0.0
Kash Williams,0.0
Myles Cooper,0.0005064258334557604
Sylvia Wright,0.0
Esme Cruz,0.0
Cooper Smith,1.9276968947543487e-05
Ariella Garcia,0.0
Phoenix Moore,7.156210825064581e-05
Seth Phillips,0.0
Malachi Gomez,0.0
Rayna Watson,0.0
Sloane Smith,0.0
Alana Garcia,0.0
Ashley Morales,3.1411860569803927e-06
Seraphina Williams,0.00017100088225707237
Killian Gomez,0.00014575925511122568
Luka Robinson,0.0
Maria Barnes,0.0
Seth Sanchez,0.0
Willow Baker,0.0
Avyaan Cooper,0.0
Jennifer Moore,0.0
Everett Morris,0.0
Kira Cooper,0.0
Jamie Rogers,0.0
Maria Miller,2.034531202590124e-06
Cassandra Lee,0.0
Martin Brown,0.0
Callie Bell,0.0
Zachary Johnson,4.291305587749913e-07
Matilda Scott,3.365311409725056e-05
Adriel Mitchell,0.0
Freya Flores,0.0
Thomas Murphy,0.0
Faye Sanders,0.0
Lucas Mitchell,0.0
Cyrus Price,0.0
Lola Wilson,6.578585649664416e-05
Beau Rodriguez,0.0
Alexis Ward,0.0
Natalie Green,0.0
Quinn Clark,0.0
Camille Adams,0.0
Tara Carter,1.3214827547733074e-05
Eliana Jones,0.0
Arianna Smith,0.0
Aubrey Lewis,8.04951970455625e-05
David Young,0.00023248258585829192
Maeve Hill,0.0
Abel Ward,0.0
Seth Williams,0.0
Jonathan Wood,0.0
Elliott Thomas,0.0
Calvin Ramirez,0.0
Sadie Watson,0.0
Stella Hill,0.00035050556625533427
Callie Stewart,8.864782325647432e-05
Sara Perez,0.0
Fatima Morris,0.0
Vivian Allen,0.0
Oscar Russell,0.0
Mila Green,0.0
Riley Bennett,0.0002588295396021916
Skyler Edwards,0.0
Julia Perry,0.0
Fatima Russell,0.0
Noah Long,0.0005723244081643037
Callen Hughes,0.0
Isla Lewis,0.0
Cynthia Price,0.0
Jeremiah Rogers,0.0
Caspian Davis,8.411455332889368e-05
Nico King,0.0
Inayah Clark,0.0
Alyssa Gray,0.0
David Gutierrez,0.0008333659018590394
Aaron Anderson,2.2089279263135077e-06
Adam Anderson,0.0
Alana Reyes,0.0
